torneo,fecha,date,local,visitante,resultado
Apertura 91,4,22/09/1991,Estudiantes LP,Unión SF,1 - 1
Apertura 91,4,22/09/1991,Independiente,Central,0 - 0
Apertura 91,4,22/09/1991,Newell's,Racing,0 - 0
Apertura 91,4,22/09/1991,Huracán,Belgrano Cba.,1 - 1
Apertura 91,4,22/09/1991,Mandiyú,Vélez,0 - 0
Apertura 91,4,22/09/1991,Dep. Español,Ferro,1 - 0
Apertura 91,5,28/09/1991,Belgrano Cba.,River,0 - 3
Apertura 91,5,29/09/1991,Vélez,Huracán,5 - 0
Apertura 91,5,29/09/1991,Boca,Dep. Español,3 - 3
Apertura 91,5,29/09/1991,Ferro,Mandiyú,1 - 0
Apertura 91,5,29/09/1991,Gimnasia LP,Newell's,1 - 0
Apertura 91,5,29/09/1991,Racing,Independiente,0 - 0
Apertura 91,5,29/09/1991,Central,Estudiantes LP,2 - 0
Apertura 91,5,29/09/1991,Unión SF,Talleres Cba.,0 - 0
Apertura 91,5,29/09/1991,Quilmes,San Lorenzo,0 - 0
Apertura 91,5,29/09/1991,Platense,Argentinos,0 - 0
Apertura 91,6,04/10/1991,San Lorenzo,Unión SF,1 - 2
Apertura 91,6,06/10/1991,Platense,Boca,0 - 2
Apertura 91,6,06/10/1991,Argentinos,Quilmes,1 - 0
Apertura 91,6,06/10/1991,Talleres Cba.,Central,3 - 1
Apertura 91,6,06/10/1991,Estudiantes LP,Racing,1 - 0
Apertura 91,6,06/10/1991,Independiente,Gimnasia LP,2 - 3
Apertura 91,6,06/10/1991,Newell's,Belgrano Cba.,0 - 1
Apertura 91,6,06/10/1991,River,Vélez,1 - 0
Apertura 91,6,06/10/1991,Huracán,Ferro,2 - 1
Apertura 91,6,06/10/1991,Mandiyú,Dep. Español,2 - 1
Apertura 91,7,12/10/1991,Racing,Talleres Cba.,1 - 2
Apertura 91,7,13/10/1991,Boca,Mandiyú,2 - 0
Apertura 91,7,13/10/1991,Dep. Español,Huracán,1 - 0
Apertura 91,7,13/10/1991,Ferro,River,0 - 1
Apertura 91,7,13/10/1991,Vélez,Newell's,4 - 1
Apertura 91,7,13/10/1991,Belgrano Cba.,Independiente,0 - 1
Apertura 91,7,13/10/1991,Gimnasia LP,Estudiantes LP,2 - 0
Apertura 91,7,13/10/1991,Central,San Lorenzo,0 - 1
Apertura 91,7,13/10/1991,Unión SF,Argentinos,2 - 1
Apertura 91,7,13/10/1991,Quilmes,Platense,1 - 0
Apertura 91,8,18/10/1991,Quilmes,Boca,1 - 2
Apertura 91,8,20/10/1991,Platense,Unión SF,2 - 2
Apertura 91,8,20/10/1991,Argentinos,Central,2 - 2
Apertura 91,8,20/10/1991,San Lorenzo,Racing,0 - 0
Apertura 91,8,20/10/1991,Talleres Cba.,Gimnasia LP,1 - 0
Apertura 91,8,20/10/1991,Estudiantes LP,Belgrano Cba.,1 - 1
Apertura 91,8,20/10/1991,Independiente,Vélez,1 - 2
Apertura 91,8,20/10/1991,Newell's,Ferro,2 - 2
Apertura 91,8,20/10/1991,River,Dep. Español,2 - 1
Apertura 91,8,20/10/1991,Huracán,Mandiyú,3 - 2
Apertura 91,9,25/10/1991,Racing,Argentinos,0 - 0
Apertura 91,9,26/10/1991,Central,Platense,1 - 3
Apertura 91,9,26/10/1991,Unión SF,Quilmes,0 - 0
Apertura 91,9,27/10/1991,Boca,Huracán,1 - 1
Apertura 91,9,27/10/1991,Dep. Español,Newell's,1 - 0
Apertura 91,9,27/10/1991,Ferro,Independiente,2 - 3
Apertura 91,9,27/10/1991,Vélez,Estudiantes LP,1 - 0
Apertura 91,9,27/10/1991,Belgrano Cba.,Talleres Cba.,3 - 0
Apertura 91,9,27/10/1991,Gimnasia LP,San Lorenzo,0 - 2
Apertura 91,9,05/12/1991,Mandiyú,River,0 - 0
Apertura 91,10,01/11/1991,Independiente,Dep. Español,1 - 0
Apertura 91,10,03/11/1991,Unión SF,Boca,0 - 0
Apertura 91,10,03/11/1991,Quilmes,Central,0 - 0
Apertura 91,10,03/11/1991,Platense,Racing,2 - 1
Apertura 91,10,03/11/1991,Argentinos,Gimnasia LP,0 - 0
Apertura 91,10,03/11/1991,San Lorenzo,Belgrano Cba.,1 - 1
Apertura 91,10,03/11/1991,Talleres Cba.,Vélez,1 - 0
Apertura 91,10,03/11/1991,Estudiantes LP,Ferro,0 - 1
Apertura 91,10,03/11/1991,Newell's,Mandiyú,0 - 1
Apertura 91,10,03/11/1991,River,Huracán,1 - 0
Apertura 91,11,08/11/1991,Vélez,San Lorenzo,1 - 1
Apertura 91,11,10/11/1991,Boca,River,0 - 0
Apertura 91,11,10/11/1991,Huracán,Newell's,1 - 1
Apertura 91,11,10/11/1991,Mandiyú,Independiente,1 - 1
Apertura 91,11,10/11/1991,Dep. Español,Estudiantes LP,3 - 3
Apertura 91,11,10/11/1991,Ferro,Talleres Cba.,1 - 0
Apertura 91,11,10/11/1991,Belgrano Cba.,Argentinos,1 - 1
Apertura 91,11,10/11/1991,Gimnasia LP,Platense,0 - 0
Apertura 91,11,10/11/1991,Racing,Quilmes,1 - 1
Apertura 91,11,10/11/1991,Central,Unión SF,1 - 0
Apertura 91,12,15/11/1991,Independiente,Huracán,2 - 0
Apertura 91,12,17/11/1991,Boca,Central,1 - 1
Apertura 91,12,17/11/1991,Unión SF,Racing,0 - 1
Apertura 91,12,17/11/1991,Quilmes,Gimnasia LP,1 - 1
Apertura 91,12,17/11/1991,Platense,Belgrano Cba.,0 - 0
Apertura 91,12,17/11/1991,Argentinos,Vélez,1 - 1
Apertura 91,12,17/11/1991,San Lorenzo,Ferro,0 - 0
Apertura 91,12,17/11/1991,Talleres Cba.,Dep. Español,0 - 0
Apertura 91,12,17/11/1991,Estudiantes LP,Mandiyú,3 - 0
Apertura 91,12,17/11/1991,Newell's,River,0 - 1
Apertura 91,13,22/11/1991,Racing,Central,1 - 1
Apertura 91,13,24/11/1991,Newell's,Boca,1 - 1
Apertura 91,13,24/11/1991,Mandiyú,Talleres Cba.,2 - 1
Apertura 91,13,24/11/1991,Belgrano Cba.,Quilmes,0 - 0
Apertura 91,13,24/11/1991,Gimnasia LP,Unión SF,3 - 1
Apertura 91,13,25/11/1991,River,Independiente,3 - 1
Apertura 91,13,25/11/1991,Huracán,Estudiantes LP,2 - 0
Apertura 91,13,25/11/1991,Dep. Español,San Lorenzo,1 - 1
Apertura 91,13,25/11/1991,Ferro,Argentinos,1 - 1
Apertura 91,13,25/11/1991,Vélez,Platense,2 - 2
Apertura 91,14,18/11/1991,Estudiantes LP,River,2 - 2
Apertura 91,14,27/11/1991,Boca,Racing,0 - 0
Apertura 91,14,27/11/1991,Central,Gimnasia LP,0 - 0
Apertura 91,14,27/11/1991,Unión SF,Belgrano Cba.,1 - 2
Apertura 91,14,28/11/1991,Quilmes,Vélez,1 - 2
Apertura 91,14,28/11/1991,Platense,Ferro,0 - 0
Apertura 91,14,28/11/1991,Argentinos,Dep. Español,5 - 2
Apertura 91,14,28/11/1991,San Lorenzo,Mandiyú,2 - 2
Apertura 91,14,28/11/1991,Talleres Cba.,Huracán,1 - 1
Apertura 91,14,28/11/1991,Independiente,Newell's,0 - 3
Apertura 91,15,01/12/1991,Independiente,Boca,1 - 1
Apertura 91,15,01/12/1991,Newell's,Estudiantes LP,3 - 0
Apertura 91,15,01/12/1991,River,Talleres Cba.,5 - 1
Apertura 91,15,01/12/1991,Huracán,San Lorenzo,2 - 2
Apertura 91,15,01/12/1991,Mandiyú,Argentinos,3 - 0
Apertura 91,15,01/12/1991,Dep. Español,Platense,1 - 1
Apertura 91,15,01/12/1991,Ferro,Quilmes,1 - 0
Apertura 91,15,01/12/1991,Vélez,Unión SF,2 - 0
Apertura 91,15,01/12/1991,Belgrano Cba.,Central,1 - 1
Apertura 91,15,01/12/1991,Gimnasia LP,Racing,1 - 1
Apertura 91,16,06/12/1991,Boca,Gimnasia LP,3 - 1
Apertura 91,16,07/12/1991,Unión SF,Ferro,0 - 0
Apertura 91,16,07/12/1991,Central,Vélez,0 - 2
Apertura 91,16,08/12/1991,Racing,Belgrano Cba.,2 - 1
Apertura 91,16,08/12/1991,Quilmes,Dep. Español,2 - 4
Apertura 91,16,08/12/1991,Platense,Mandiyú,2 - 0
Apertura 91,16,08/12/1991,Argentinos,Huracán,0 - 1
Apertura 91,16,08/12/1991,San Lorenzo,River,2 - 0
Apertura 91,16,08/12/1991,Talleres Cba.,Newell's,0 - 0
Apertura 91,16,08/12/1991,Estudiantes LP,Independiente,1 - 0
Apertura 91,17,11/12/1991,Independiente,Talleres Cba.,2 - 1
Apertura 91,17,11/12/1991,Newell's,San Lorenzo,1 - 1
Apertura 91,17,11/12/1991,Huracán,Platense,0 - 1
Apertura 91,17,11/12/1991,Mandiyú,Quilmes,3 - 0
Apertura 91,17,11/12/1991,Dep. Español,Unión SF,2 - 1
Apertura 91,17,11/12/1991,Ferro,Central,1 - 3
Apertura 91,17,11/12/1991,Vélez,Racing,0 - 2
Apertura 91,17,11/12/1991,Belgrano Cba.,Gimnasia LP,0 - 1
Apertura 91,17,12/12/1991,Estudiantes LP,Boca,1 - 0
Apertura 91,17,12/12/1991,River,Argentinos,0 - 1
Apertura 91,18,14/12/1991,Platense,River,0 - 1
Apertura 91,18,15/12/1991,Boca,Belgrano Cba.,0 - 0
Apertura 91,18,15/12/1991,Gimnasia LP,Vélez,1 - 0
Apertura 91,18,15/12/1991,Racing,Ferro,0 - 0
Apertura 91,18,15/12/1991,Central,Dep. Español,1 - 1
Apertura 91,18,15/12/1991,Unión SF,Mandiyú,1 - 0
Apertura 91,18,15/12/1991,Quilmes,Huracán,0 - 0
Apertura 91,18,15/12/1991,Argentinos,Newell's,1 - 1
Apertura 91,18,15/12/1991,San Lorenzo,Independiente,2 - 2
Apertura 91,18,15/12/1991,Talleres Cba.,Estudiantes LP,1 - 1
Apertura 91,19,22/12/1991,Talleres Cba.,Boca,0 - 1
Apertura 91,19,22/12/1991,Estudiantes LP,San Lorenzo,0 - 2
Apertura 91,19,22/12/1991,Independiente,Argentinos,1 - 1
Apertura 91,19,22/12/1991,Newell's,Platense,0 - 0
Apertura 91,19,22/12/1991,River,Quilmes,5 - 1
Apertura 91,19,22/12/1991,Huracán,Unión SF,3 - 1
Apertura 91,19,22/12/1991,Mandiyú,Central,3 - 1
Apertura 91,19,22/12/1991,Dep. Español,Racing,0 - 1
Apertura 91,19,22/12/1991,Ferro,Gimnasia LP,3 - 1
Apertura 91,19,22/12/1991,Vélez,Belgrano Cba.,2 - 2
Clausura 92,1,21/02/1992,River,Unión SF,2 - 1
Clausura 92,1,22/02/1992,Newell's,Quilmes,2 - 0
Clausura 92,1,23/02/1992,Vélez,Boca,1 - 0
Clausura 92,1,23/02/1992,Ferro,Belgrano Cba.,2 - 1
Clausura 92,1,23/02/1992,Dep. Español,Gimnasia LP,2 - 1
Clausura 92,1,23/02/1992,Mandiyú,Racing,1 - 2
Clausura 92,1,23/02/1992,Huracán,Central,2 - 0
Clausura 92,1,23/02/1992,Independiente,Platense,2 - 1
Clausura 92,1,23/02/1992,Estudiantes LP,Argentinos,2 - 2
Clausura 92,1,23/02/1992,Talleres Cba.,San Lorenzo,2 - 0
Clausura 92,2,28/02/1992,Racing,Huracán,0 - 0
Clausura 92,2,29/02/1992,Unión SF,Newell's,0 - 0
Clausura 92,2,01/03/1992,Boca,San Lorenzo,2 - 0
Clausura 92,2,01/03/1992,Argentinos,Talleres Cba.,0 - 1
Clausura 92,2,01/03/1992,Platense,Estudiantes LP,5 - 1
Clausura 92,2,01/03/1992,Quilmes,Independiente,2 - 0
Clausura 92,2,01/03/1992,Central,River,1 - 4
Clausura 92,2,01/03/1992,Gimnasia LP,Mandiyú,3 - 3
Clausura 92,2,01/03/1992,Belgrano Cba.,Dep. Español,0 - 1
Clausura 92,2,01/03/1992,Vélez,Ferro,1 - 1
Clausura 92,3,06/03/1992,Independiente,Unión SF,1 - 1
Clausura 92,3,08/03/1992,Ferro,Boca,0 - 1
Clausura 92,3,08/03/1992,Dep. Español,Vélez,1 - 1
Clausura 92,3,08/03/1992,Mandiyú,Belgrano Cba.,1 - 0
Clausura 92,3,08/03/1992,Huracán,Gimnasia LP,3 - 2
Clausura 92,3,08/03/1992,River,Racing,1 - 1
Clausura 92,3,08/03/1992,Newell's,Central,1 - 0
Clausura 92,3,08/03/1992,Estudiantes LP,Quilmes,5 - 1
Clausura 92,3,08/03/1992,Talleres Cba.,Platense,0 - 0
Clausura 92,3,08/03/1992,San Lorenzo,Argentinos,0 - 2
Clausura 92,4,13/03/1992,Boca,Argentinos,1 - 0
Clausura 92,4,15/03/1992,Platense,San Lorenzo,1 - 0
Clausura 92,4,15/03/1992,Quilmes,Talleres Cba.,2 - 0
Clausura 92,4,15/03/1992,Unión SF,Estudiantes LP,1 - 1
Clausura 92,4,15/03/1992,Central,Independiente,0 - 3
Clausura 92,4,15/03/1992,Racing,Newell's,0 - 1
Clausura 92,4,15/03/1992,Gimnasia LP,River,2 - 3
Clausura 92,4,15/03/1992,Belgrano Cba.,Huracán,2 - 0
Clausura 92,4,15/03/1992,Vélez,Mandiyú,4 - 1
Clausura 92,4,15/03/1992,Ferro,Dep. Español,1 - 1
Clausura 92,5,20/03/1992,Dep. Español,Boca,1 - 1
Clausura 92,5,22/03/1992,River,Belgrano Cba.,2 - 2
Clausura 92,5,22/03/1992,Mandiyú,Ferro,0 - 4
Clausura 92,5,22/03/1992,Huracán,Vélez,2 - 1
Clausura 92,5,22/03/1992,Newell's,Gimnasia LP,1 - 0
Clausura 92,5,22/03/1992,Independiente,Racing,0 - 0
Clausura 92,5,22/03/1992,Estudiantes LP,Central,0 - 3
Clausura 92,5,22/03/1992,Talleres Cba.,Unión SF,0 - 0
Clausura 92,5,22/03/1992,San Lorenzo,Quilmes,1 - 0
Clausura 92,5,22/03/1992,Argentinos,Platense,0 - 1
Clausura 92,6,27/03/1992,Racing,Estudiantes LP,1 - 1
Clausura 92,6,27/03/1992,Belgrano Cba.,Newell's,1 - 3
Clausura 92,6,28/03/1992,Unión SF,San Lorenzo,2 - 0
Clausura 92,6,29/03/1992,Boca,Platense,2 - 0
Clausura 92,6,29/03/1992,Quilmes,Argentinos,2 - 2
Clausura 92,6,29/03/1992,Central,Talleres Cba.,1 - 0
Clausura 92,6,29/03/1992,Gimnasia LP,Independiente,1 - 1
Clausura 92,6,29/03/1992,Vélez,River,1 - 1
Clausura 92,6,29/03/1992,Ferro,Huracán,0 - 0
Clausura 92,6,29/03/1992,Dep. Español,Mandiyú,4 - 0
Clausura 92,7,05/04/1992,San Lorenzo,Central,1 - 3
Clausura 92,7,05/04/1992,Mandiyú,Boca,0 - 1
Clausura 92,7,05/04/1992,Huracán,Dep. Español,0 - 0
Clausura 92,7,05/04/1992,River,Ferro,1 - 1
Clausura 92,7,05/04/1992,Newell's,Vélez,2 - 2
Clausura 92,7,05/04/1992,Independiente,Belgrano Cba.,1 - 2
Clausura 92,7,05/04/1992,Estudiantes LP,Gimnasia LP,0 - 1
Clausura 92,7,05/04/1992,Talleres Cba.,Racing,1 - 1
Clausura 92,7,05/04/1992,Argentinos,Unión SF,0 - 0
Clausura 92,7,05/04/1992,Platense,Quilmes,3 - 1
Clausura 92,8,10/04/1992,Vélez,Independiente,2 - 2
Clausura 92,8,12/04/1992,Boca,Quilmes,1 - 0
Clausura 92,8,12/04/1992,Unión SF,Platense,0 - 2
Clausura 92,8,12/04/1992,Central,Argentinos,3 - 0
Clausura 92,8,12/04/1992,Racing,San Lorenzo,1 - 2
Clausura 92,8,12/04/1992,Gimnasia LP,Talleres Cba.,2 - 0
Clausura 92,8,12/04/1992,Belgrano Cba.,Estudiantes LP,3 - 0
Clausura 92,8,12/04/1992,Ferro,Newell's,0 - 1
Clausura 92,8,12/04/1992,Dep. Español,River,0 - 2
Clausura 92,8,12/04/1992,Mandiyú,Huracán,0 - 0
Clausura 92,9,17/04/1992,River,Mandiyú,2 - 0
Clausura 92,9,19/04/1992,Huracán,Boca,0 - 2
Clausura 92,9,19/04/1992,Newell's,Dep. Español,1 - 1
Clausura 92,9,19/04/1992,Independiente,Ferro,1 - 0
Clausura 92,9,19/04/1992,Estudiantes LP,Vélez,1 - 1
Clausura 92,9,19/04/1992,Talleres Cba.,Belgrano Cba.,1 - 2
Clausura 92,9,19/04/1992,San Lorenzo,Gimnasia LP,0 - 0
Clausura 92,9,19/04/1992,Argentinos,Racing,0 - 0
Clausura 92,9,19/04/1992,Platense,Central,5 - 0
Clausura 92,9,19/04/1992,Quilmes,Unión SF,2 - 1
Clausura 92,10,24/04/1992,Boca,Unión SF,2 - 1
Clausura 92,10,26/04/1992,Central,Quilmes,1 - 0
Clausura 92,10,26/04/1992,Racing,Platense,0 - 1
Clausura 92,10,26/04/1992,Gimnasia LP,Argentinos,3 - 2
Clausura 92,10,26/04/1992,Belgrano Cba.,San Lorenzo,1 - 1
Clausura 92,10,26/04/1992,Vélez,Talleres Cba.,1 - 0
Clausura 92,10,26/04/1992,Ferro,Estudiantes LP,1 - 0
Clausura 92,10,26/04/1992,Dep. Español,Independiente,1 - 0
Clausura 92,10,26/04/1992,Mandiyú,Newell's,0 - 0
Clausura 92,10,26/04/1992,Huracán,River,1 - 1
Clausura 92,11,02/05/1992,San Lorenzo,Vélez,2 - 3
Clausura 92,11,03/05/1992,River,Boca,2 - 2
Clausura 92,11,03/05/1992,Newell's,Huracán,2 - 1
Clausura 92,11,03/05/1992,Independiente,Mandiyú,0 - 0
Clausura 92,11,03/05/1992,Estudiantes LP,Dep. Español,1 - 1
Clausura 92,11,03/05/1992,Talleres Cba.,Ferro,0 - 0
Clausura 92,11,03/05/1992,Argentinos,Belgrano Cba.,0 - 1
Clausura 92,11,03/05/1992,Platense,Gimnasia LP,0 - 0
Clausura 92,11,03/05/1992,Quilmes,Racing,0 - 2
Clausura 92,11,03/05/1992,Unión SF,Central,0 - 0
Clausura 92,12,08/05/1992,Huracán,Independiente,0 - 2
Clausura 92,12,10/05/1992,Central,Boca,3 - 0
Clausura 92,12,10/05/1992,Racing,Unión SF,0 - 0
Clausura 92,12,10/05/1992,Gimnasia LP,Quilmes,3 - 0
Clausura 92,12,10/05/1992,Belgrano Cba.,Platense,1 - 1
Clausura 92,12,10/05/1992,Vélez,Argentinos,1 - 0
Clausura 92,12,10/05/1992,Ferro,San Lorenzo,1 - 0
Clausura 92,12,10/05/1992,Dep. Español,Talleres Cba.,1 - 1
Clausura 92,12,10/05/1992,Mandiyú,Estudiantes LP,0 - 0
Clausura 92,12,10/05/1992,River,Newell's,0 - 5
Clausura 92,13,16/05/1992,Boca,Newell's,1 - 1
Clausura 92,13,17/05/1992,Independiente,River,1 - 1
Clausura 92,13,17/05/1992,Estudiantes LP,Huracán,0 - 0
Clausura 92,13,17/05/1992,San Lorenzo,Dep. Español,1 - 1
Clausura 92,13,17/05/1992,Argentinos,Ferro,4 - 1
Clausura 92,13,17/05/1992,Platense,Vélez,0 - 2
Clausura 92,13,17/05/1992,Quilmes,Belgrano Cba.,0 - 0
Clausura 92,13,17/05/1992,Unión SF,Gimnasia LP,0 - 0
Clausura 92,13,17/05/1992,Central,Racing,0 - 1
Clausura 92,13,18/05/1992,Talleres Cba.,Mandiyú,2 - 2
Clausura 92,14,22/05/1992,River,Estudiantes LP,2 - 1
Clausura 92,14,23/05/1992,Gimnasia LP,Central,1 - 0
Clausura 92,14,23/05/1992,Belgrano Cba.,Unión SF,0 - 2
Clausura 92,14,23/05/1992,Vélez,Quilmes,2 - 0
Clausura 92,14,23/05/1992,Ferro,Platense,0 - 1
Clausura 92,14,23/05/1992,Dep. Español,Argentinos,2 - 0
Clausura 92,14,23/05/1992,Mandiyú,San Lorenzo,1 - 0
Clausura 92,14,23/05/1992,Huracán,Talleres Cba.,2 - 3
Clausura 92,14,23/05/1992,Newell's,Independiente,1 - 0
Clausura 92,14,10/06/1992,Racing,Boca,0 - 0
Clausura 92,15,05/06/1992,San Lorenzo,Huracán,2 - 2
Clausura 92,15,07/06/1992,Boca,Independiente,2 - 1
Clausura 92,15,07/06/1992,Estudiantes LP,Newell's,1 - 0
Clausura 92,15,07/06/1992,Talleres Cba.,River,0 - 0
Clausura 92,15,07/06/1992,Argentinos,Mandiyú,1 - 0
Clausura 92,15,07/06/1992,Platense,Dep. Español,0 - 1
Clausura 92,15,07/06/1992,Unión SF,Vélez,0 - 1
Clausura 92,15,07/06/1992,Central,Belgrano Cba.,1 - 0
Clausura 92,15,07/06/1992,Racing,Gimnasia LP,2 - 1
Clausura 92,15,24/06/1992,Quilmes,Ferro,0 - 0
Clausura 92,16,12/06/1992,Independiente,Estudiantes LP,0 - 0
Clausura 92,16,14/06/1992,Gimnasia LP,Boca,0 - 0
Clausura 92,16,14/06/1992,Belgrano Cba.,Racing,0 - 0
Clausura 92,16,14/06/1992,Vélez,Central,2 - 0
Clausura 92,16,14/06/1992,Ferro,Unión SF,0 - 0
Clausura 92,16,14/06/1992,Dep. Español,Quilmes,3 - 0
Clausura 92,16,14/06/1992,Mandiyú,Platense,1 - 1
Clausura 92,16,14/06/1992,Huracán,Argentinos,1 - 1
Clausura 92,16,14/06/1992,River,San Lorenzo,0 - 1
Clausura 92,16,24/06/1992,Newell's,Talleres Cba.,2 - 0
Clausura 92,17,20/06/1992,Racing,Vélez,1 - 0
Clausura 92,17,21/06/1992,Boca,Estudiantes LP,2 - 0
Clausura 92,17,21/06/1992,Talleres Cba.,Independiente,1 - 1
Clausura 92,17,21/06/1992,San Lorenzo,Newell's,0 - 3
Clausura 92,17,21/06/1992,Argentinos,River,1 - 0
Clausura 92,17,21/06/1992,Platense,Huracán,0 - 0
Clausura 92,17,21/06/1992,Quilmes,Mandiyú,3 - 1
Clausura 92,17,21/06/1992,Unión SF,Dep. Español,1 - 2
Clausura 92,17,21/06/1992,Central,Ferro,0 - 1
Clausura 92,17,21/06/1992,Gimnasia LP,Belgrano Cba.,1 - 1
Clausura 92,18,26/06/1992,River,Platense,4 - 0
Clausura 92,18,28/06/1992,Belgrano Cba.,Boca,1 - 0
Clausura 92,18,28/06/1992,Mandiyú,Unión SF,3 - 0
Clausura 92,18,28/06/1992,Newell's,Argentinos,0 - 0
Clausura 92,18,28/06/1992,Independiente,San Lorenzo,0 - 0
Clausura 92,18,28/06/1992,Estudiantes LP,Talleres Cba.,0 - 2
Clausura 92,18,29/06/1992,Dep. Español,Central,1 - 0
Clausura 92,18,29/06/1992,Huracán,Quilmes,2 - 0
Clausura 92,18,30/06/1992,Vélez,Gimnasia LP,2 - 2
Clausura 92,18,30/06/1992,Ferro,Racing,0 - 0
Clausura 92,19,03/07/1992,Racing,Dep. Español,0 - 0
Clausura 92,19,05/07/1992,Boca,Talleres Cba.,0 - 0
Clausura 92,19,05/07/1992,San Lorenzo,Estudiantes LP,0 - 0
Clausura 92,19,05/07/1992,Argentinos,Independiente,1 - 0
Clausura 92,19,05/07/1992,Platense,Newell's,1 - 1
Clausura 92,19,05/07/1992,Quilmes,River,1 - 3
Clausura 92,19,05/07/1992,Unión SF,Huracán,1 - 2
Clausura 92,19,05/07/1992,Central,Mandiyú,3 - 2
Clausura 92,19,05/07/1992,Gimnasia LP,Ferro,2 - 0
Clausura 92,19,05/07/1992,Belgrano Cba.,Vélez,0 - 1
Apertura 92,1,07/08/1992,Huracán,Independiente,3 - 3
Apertura 92,1,09/08/1992,Mandiyú,Boca,0 - 0
Apertura 92,1,09/08/1992,Platense,Talleres Cba.,2 - 0
Apertura 92,1,09/08/1992,Racing,Lanús,1 - 1
Apertura 92,1,09/08/1992,Gimnasia LP,San Lorenzo,1 - 1
Apertura 92,1,09/08/1992,River,Central,0 - 1
Apertura 92,1,09/08/1992,Ferro,Estudiantes LP,0 - 0
Apertura 92,1,16/09/1992,Newell's,Argentinos,0 - 1
Apertura 92,1,30/09/1992,Belgrano Cba.,San Martín (T),2 - 2
Apertura 92,1,14/10/1992,Vélez,Dep. Español,0 - 1
Apertura 92,2,14/08/1992,Boca,Belgrano Cba.,2 - 0
Apertura 92,2,16/08/1992,Dep. Español,Huracán,0 - 1
Apertura 92,2,16/08/1992,Independiente,Ferro,2 - 0
Apertura 92,2,16/08/1992,Estudiantes LP,River,0 - 1
Apertura 92,2,16/08/1992,Argentinos,Gimnasia LP,2 - 1
Apertura 92,2,16/08/1992,San Lorenzo,Racing,1 - 1
Apertura 92,2,16/08/1992,Lanús,Platense,1 - 1
Apertura 92,2,16/08/1992,Talleres Cba.,Mandiyú,1 - 0
Apertura 92,2,07/10/1992,Central,Newell's,2 - 1
Apertura 92,2,18/10/1992,San Martín (T),Vélez,1 - 0
Apertura 92,3,21/08/1992,Platense,San Lorenzo,0 - 1
Apertura 92,3,23/08/1992,Talleres Cba.,Boca,0 - 0
Apertura 92,3,23/08/1992,Mandiyú,Lanús,1 - 5
Apertura 92,3,23/08/1992,Racing,Argentinos,1 - 0
Apertura 92,3,23/08/1992,Gimnasia LP,Central,2 - 1
Apertura 92,3,23/08/1992,Newell's,Estudiantes LP,0 - 3
Apertura 92,3,23/08/1992,River,Independiente,3 - 0
Apertura 92,3,23/08/1992,Ferro,Dep. Español,1 - 1
Apertura 92,3,23/08/1992,Huracán,San Martín (T),2 - 0
Apertura 92,3,23/08/1992,Vélez,Belgrano Cba.,1 - 0
Apertura 92,4,28/08/1992,Independiente,Newell's,1 - 0
Apertura 92,4,30/08/1992,Belgrano Cba.,Huracán,1 - 3
Apertura 92,4,30/08/1992,San Martín (T),Ferro,0 - 0
Apertura 92,4,30/08/1992,Central,Racing,1 - 0
Apertura 92,4,31/08/1992,Lanús,Talleres Cba.,1 - 1
Apertura 92,4,01/09/1992,Dep. Español,River,0 - 2
Apertura 92,4,01/09/1992,San Lorenzo,Mandiyú,2 - 3
Apertura 92,4,02/09/1992,Boca,Vélez,3 - 2
Apertura 92,4,02/09/1992,Argentinos,Platense,1 - 1
Apertura 92,4,18/10/1992,Estudiantes LP,Gimnasia LP,1 - 1
Apertura 92,5,04/09/1992,River,San Martín (T),0 - 0
Apertura 92,5,05/09/1992,Lanús,Boca,0 - 2
Apertura 92,5,06/09/1992,Talleres Cba.,San Lorenzo,1 - 3
Apertura 92,5,06/09/1992,Mandiyú,Argentinos,1 - 1
Apertura 92,5,06/09/1992,Platense,Central,1 - 2
Apertura 92,5,06/09/1992,Racing,Estudiantes LP,1 - 0
Apertura 92,5,06/09/1992,Gimnasia LP,Independiente,2 - 0
Apertura 92,5,06/09/1992,Newell's,Dep. Español,1 - 1
Apertura 92,5,06/09/1992,Ferro,Belgrano Cba.,3 - 0
Apertura 92,5,06/09/1992,Huracán,Vélez,0 - 2
Apertura 92,6,11/09/1992,San Lorenzo,Lanús,1 - 0
Apertura 92,6,13/09/1992,Boca,Huracán,2 - 2
Apertura 92,6,13/09/1992,Vélez,Ferro,0 - 0
Apertura 92,6,13/09/1992,Belgrano Cba.,River,0 - 0
Apertura 92,6,13/09/1992,San Martín (T),Newell's,0 - 0
Apertura 92,6,13/09/1992,Dep. Español,Gimnasia LP,3 - 1
Apertura 92,6,13/09/1992,Independiente,Racing,1 - 1
Apertura 92,6,13/09/1992,Estudiantes LP,Platense,2 - 1
Apertura 92,6,13/09/1992,Central,Mandiyú,1 - 2
Apertura 92,6,13/09/1992,Argentinos,Talleres Cba.,2 - 2
Apertura 92,7,18/09/1992,River,Vélez,0 - 0
Apertura 92,7,19/09/1992,Platense,Independiente,0 - 0
Apertura 92,7,20/09/1992,San Lorenzo,Boca,0 - 1
Apertura 92,7,20/09/1992,Lanús,Argentinos,0 - 0
Apertura 92,7,20/09/1992,Talleres Cba.,Central,1 - 0
Apertura 92,7,20/09/1992,Mandiyú,Estudiantes LP,0 - 0
