torneo,fecha,date,local,visitante,resultado
Apertura 03,11,24/10/2003,Vélez,Newell's,0 - 3
Apertura 03,11,25/10/2003,Chacarita,Chicago,4 - 0
Apertura 03,11,25/10/2003,Central,Independiente,2 - 0
Apertura 03,11,25/10/2003,Colón,Arsenal,1 - 0
Apertura 03,11,25/10/2003,Racing,Rafaela,4 - 1
Apertura 03,11,26/10/2003,Olimpo,Banfield,3 - 1
Apertura 03,11,26/10/2003,San Lorenzo,Quilmes,0 - 1
Apertura 03,11,26/10/2003,Lanús,Talleres Cba.,2 - 1
Apertura 03,11,26/10/2003,Boca,Estudiantes LP,2 - 0
Apertura 03,11,26/10/2003,Gimnasia LP,River,0 - 2
Apertura 03,12,28/10/2003,Chicago,Racing,0 - 4
Apertura 03,12,29/10/2003,Arsenal,San Lorenzo,0 - 2
Apertura 03,12,29/10/2003,Quilmes,Gimnasia LP,1 - 0
Apertura 03,12,29/10/2003,River,Central,2 - 1
Apertura 03,12,29/10/2003,Estudiantes LP,Chacarita,2 - 1
Apertura 03,12,29/10/2003,Newell's,Boca,1 - 0
Apertura 03,12,29/10/2003,Banfield,Talleres Cba.,2 - 1
Apertura 03,12,29/10/2003,Olimpo,Colón,3 - 0
Apertura 03,12,29/10/2003,Rafaela,Lanús,2 - 3
Apertura 03,12,30/10/2003,Independiente,Vélez,0 - 1
Apertura 03,13,01/11/2003,San Lorenzo,Olimpo,2 - 0
Apertura 03,13,01/11/2003,Chacarita,Newell's,1 - 1
Apertura 03,13,01/11/2003,Racing,Estudiantes LP,1 - 0
Apertura 03,13,01/11/2003,Central,Quilmes,1 - 0
Apertura 03,13,02/11/2003,Gimnasia LP,Arsenal,1 - 1
Apertura 03,13,02/11/2003,Lanús,Chicago,1 - 1
Apertura 03,13,02/11/2003,Boca,Independiente,0 - 0
Apertura 03,13,02/11/2003,Colón,Banfield,0 - 2
Apertura 03,13,02/11/2003,Talleres Cba.,Rafaela,4 - 0
Apertura 03,13,02/11/2003,Vélez,River,1 - 1
Apertura 03,14,07/11/2003,Newell's,Racing,0 - 0
Apertura 03,14,08/11/2003,Chicago,Talleres Cba.,3 - 0
Apertura 03,14,08/11/2003,Quilmes,Vélez,0 - 1
Apertura 03,14,08/11/2003,Independiente,Chacarita,0 - 3
Apertura 03,14,09/11/2003,Banfield,Rafaela,0 - 0
Apertura 03,14,09/11/2003,Arsenal,Central,3 - 1
Apertura 03,14,09/11/2003,Olimpo,Gimnasia LP,0 - 1
Apertura 03,14,09/11/2003,Estudiantes LP,Lanús,2 - 0
Apertura 03,14,09/11/2003,River,Boca,0 - 2
Apertura 03,14,09/11/2003,Colón,San Lorenzo,1 - 1
Apertura 03,15,21/11/2003,Lanús,Newell's,3 - 2
Apertura 03,15,21/11/2003,Vélez,Arsenal,1 - 1
Apertura 03,15,22/11/2003,Racing,Independiente,1 - 1
Apertura 03,15,22/11/2003,Rafaela,Chicago,1 - 1
Apertura 03,15,22/11/2003,Gimnasia LP,Colón,2 - 0
Apertura 03,15,22/11/2003,Talleres Cba.,Estudiantes LP,2 - 1
Apertura 03,15,23/11/2003,Central,Olimpo,2 - 2
Apertura 03,15,23/11/2003,San Lorenzo,Banfield,1 - 0
Apertura 03,15,23/11/2003,Boca,Quilmes,0 - 0
Apertura 03,15,23/11/2003,Chacarita,River,1 - 0
Apertura 03,16,25/11/2003,Independiente,Lanús,0 - 0
Apertura 03,16,26/11/2003,San Lorenzo,Gimnasia LP,0 - 1
Apertura 03,16,26/11/2003,Colón,Central,2 - 2
Apertura 03,16,26/11/2003,Banfield,Chicago,2 - 0
Apertura 03,16,26/11/2003,Quilmes,Chacarita,0 - 0
Apertura 03,16,26/11/2003,Newell's,Talleres Cba.,4 - 3
Apertura 03,16,27/11/2003,Arsenal,Boca,1 - 2
Apertura 03,16,27/11/2003,Olimpo,Vélez,1 - 0
Apertura 03,16,24/02/2004,Estudiantes LP,Rafaela,0 - 0
Apertura 03,16,03/06/2004,River,Racing,3 - 1
Apertura 03,17,28/11/2003,Talleres Cba.,Independiente,2 - 0
Apertura 03,17,29/11/2003,Chicago,Estudiantes LP,1 - 2
Apertura 03,17,29/11/2003,Gimnasia LP,Banfield,1 - 0
Apertura 03,17,29/11/2003,Racing,Quilmes,1 - 1
Apertura 03,17,30/11/2003,Vélez,Colón,1 - 1
Apertura 03,17,30/11/2003,Chacarita,Arsenal,0 - 0
Apertura 03,17,30/11/2003,Boca,Olimpo,1 - 1
Apertura 03,17,30/11/2003,Central,San Lorenzo,0 - 2
Apertura 03,17,30/11/2003,Rafaela,Newell's,1 - 1
Apertura 03,17,30/11/2003,Lanús,River,2 - 0
Apertura 03,18,05/12/2003,Independiente,Rafaela,2 - 1
Apertura 03,18,06/12/2003,Arsenal,Racing,0 - 0
Apertura 03,18,06/12/2003,San Lorenzo,Vélez,4 - 1
Apertura 03,18,06/12/2003,Gimnasia LP,Central,1 - 2
Apertura 03,18,07/12/2003,Newell's,Chicago,1 - 1
Apertura 03,18,07/12/2003,Quilmes,Lanús,2 - 1
Apertura 03,18,07/12/2003,Olimpo,Chacarita,2 - 0
Apertura 03,18,07/12/2003,Colón,Boca,2 - 1
Apertura 03,18,07/12/2003,Banfield,Estudiantes LP,2 - 1
Apertura 03,18,07/12/2003,River,Talleres Cba.,1 - 1
Apertura 03,19,20/11/2003,Boca,San Lorenzo,1 - 0
Apertura 03,19,12/12/2003,Vélez,Gimnasia LP,2 - 2
Apertura 03,19,12/12/2003,Racing,Olimpo,1 - 2
Apertura 03,19,13/12/2003,Chicago,Independiente,0 - 1
Apertura 03,19,13/12/2003,Central,Banfield,2 - 2
Apertura 03,19,14/12/2003,Chacarita,Colón,2 - 2
Apertura 03,19,14/12/2003,Lanús,Arsenal,0 - 1
Apertura 03,19,14/12/2003,Talleres Cba.,Quilmes,0 - 0
Apertura 03,19,14/12/2003,Estudiantes LP,Newell's,4 - 2
Apertura 03,19,03/03/2004,Rafaela,River,1 - 2
Clausura 04,1,13/02/2004,Racing,Colón,1 - 1
Clausura 04,1,14/02/2004,Vélez,Central,3 - 0
Clausura 04,1,14/02/2004,Newell's,Banfield,1 - 1
Clausura 04,1,14/02/2004,Chacarita,San Lorenzo,0 - 2
Clausura 04,1,15/02/2004,Talleres Cba.,Arsenal,4 - 3
Clausura 04,1,15/02/2004,Estudiantes LP,Independiente,1 - 4
Clausura 04,1,15/02/2004,Rafaela,Quilmes,0 - 0
Clausura 04,1,15/02/2004,Chicago,River,2 - 2
Clausura 04,1,15/02/2004,Lanús,Olimpo,3 - 0
Clausura 04,1,15/02/2004,Boca,Gimnasia LP,0 - 0
Clausura 04,2,20/02/2004,Banfield,Vélez,1 - 2
Clausura 04,2,21/02/2004,Quilmes,Chicago,1 - 1
Clausura 04,2,21/02/2004,Gimnasia LP,Chacarita,6 - 1
Clausura 04,2,21/02/2004,Independiente,Newell's,1 - 1
Clausura 04,2,22/02/2004,San Lorenzo,Racing,0 - 4
Clausura 04,2,22/02/2004,Colón,Lanús,3 - 2
Clausura 04,2,22/02/2004,Arsenal,Rafaela,3 - 2
Clausura 04,2,22/02/2004,River,Estudiantes LP,3 - 0
Clausura 04,2,22/02/2004,Olimpo,Talleres Cba.,1 - 4
Clausura 04,2,22/02/2004,Central,Boca,1 - 2
Clausura 04,3,27/02/2004,Independiente,Banfield,0 - 1
Clausura 04,3,28/02/2004,Lanús,San Lorenzo,0 - 4
Clausura 04,3,28/02/2004,Rafaela,Olimpo,0 - 2
Clausura 04,3,28/02/2004,Racing,Gimnasia LP,1 - 0
Clausura 04,3,29/02/2004,Newell's,River,2 - 3
Clausura 04,3,29/02/2004,Chacarita,Central,1 - 1
Clausura 04,3,29/02/2004,Estudiantes LP,Quilmes,1 - 0
Clausura 04,3,29/02/2004,Chicago,Arsenal,2 - 1
Clausura 04,3,29/02/2004,Boca,Vélez,3 - 3
Clausura 04,3,29/02/2004,Talleres Cba.,Colón,4 - 0
Clausura 04,4,05/03/2004,Vélez,Chacarita,2 - 2
Clausura 04,4,06/03/2004,San Lorenzo,Talleres Cba.,0 - 0
Clausura 04,4,06/03/2004,Central,Racing,3 - 1
Clausura 04,4,07/03/2004,Olimpo,Chicago,2 - 2
Clausura 04,4,07/03/2004,River,Independiente,4 - 1
Clausura 04,4,07/03/2004,Gimnasia LP,Lanús,0 - 0
Clausura 04,4,07/03/2004,Arsenal,Estudiantes LP,0 - 0
Clausura 04,4,07/03/2004,Quilmes,Newell's,3 - 3
Clausura 04,4,07/03/2004,Colón,Rafaela,2 - 1
Clausura 04,4,07/03/2004,Banfield,Boca,1 - 2
Clausura 04,5,12/03/2004,Independiente,Quilmes,3 - 1
Clausura 04,5,13/03/2004,Talleres Cba.,Gimnasia LP,1 - 0
Clausura 04,5,13/03/2004,Rafaela,San Lorenzo,0 - 0
Clausura 04,5,14/03/2004,Lanús,Central,3 - 0
Clausura 04,5,14/03/2004,River,Banfield,2 - 3
Clausura 04,5,14/03/2004,Newell's,Arsenal,1 - 1
Clausura 04,5,14/03/2004,Estudiantes LP,Olimpo,3 - 1
Clausura 04,5,14/03/2004,Chicago,Colón,1 - 0
Clausura 04,5,14/03/2004,Racing,Vélez,3 - 2
Clausura 04,5,14/04/2004,Chacarita,Boca,0 - 2
Clausura 04,6,19/03/2004,San Lorenzo,Chicago,2 - 2
Clausura 04,6,20/03/2004,Arsenal,Independiente,0 - 0
Clausura 04,6,20/03/2004,Central,Talleres Cba.,0 - 2
Clausura 04,6,21/03/2004,Vélez,Lanús,2 - 1
Clausura 04,6,21/03/2004,Olimpo,Newell's,1 - 1
Clausura 04,6,21/03/2004,Banfield,Chacarita,0 - 0
Clausura 04,6,21/03/2004,Gimnasia LP,Rafaela,3 - 4
Clausura 04,6,21/03/2004,Colón,Estudiantes LP,1 - 0
Clausura 04,6,21/03/2004,Boca,Racing,4 - 1
Clausura 04,6,21/03/2004,Quilmes,River,2 - 1
Clausura 04,7,26/03/2004,Racing,Chacarita,2 - 1
Clausura 04,7,26/03/2004,Estudiantes LP,San Lorenzo,1 - 1
Clausura 04,7,27/03/2004,Newell's,Colón,0 - 1
Clausura 04,7,27/03/2004,Chicago,Gimnasia LP,1 - 2
Clausura 04,7,27/03/2004,Talleres Cba.,Vélez,1 - 0
Clausura 04,7,27/03/2004,Quilmes,Banfield,1 - 0
Clausura 04,7,27/03/2004,River,Arsenal,5 - 0
Clausura 04,7,27/03/2004,Rafaela,Central,3 - 1
Clausura 04,7,27/03/2004,Lanús,Boca,0 - 3
Clausura 04,7,28/03/2004,Independiente,Olimpo,1 - 0
Clausura 04,8,02/04/2004,Vélez,Rafaela,2 - 0
Clausura 04,8,03/04/2004,Banfield,Racing,3 - 1
Clausura 04,8,03/04/2004,Colón,Independiente,2 - 0
Clausura 04,8,04/04/2004,San Lorenzo,Newell's,0 - 1
Clausura 04,8,04/04/2004,Central,Chicago,1 - 1
Clausura 04,8,04/04/2004,Chacarita,Lanús,2 - 3
Clausura 04,8,04/04/2004,Gimnasia LP,Estudiantes LP,2 - 2
Clausura 04,8,04/04/2004,Arsenal,Quilmes,0 - 0
Clausura 04,8,04/04/2004,Boca,Talleres Cba.,3 - 1
Clausura 04,8,04/04/2004,Olimpo,River,1 - 3
Clausura 04,9,09/04/2004,Lanús,Racing,1 - 2
Clausura 04,9,10/04/2004,Independiente,San Lorenzo,1 - 1
Clausura 04,9,10/04/2004,Newell's,Gimnasia LP,5 - 2
Clausura 04,9,10/04/2004,Estudiantes LP,Central,1 - 3
Clausura 04,9,10/04/2004,Talleres Cba.,Chacarita,2 - 2
Clausura 04,9,11/04/2004,Quilmes,Olimpo,0 - 1
Clausura 04,9,11/04/2004,River,Colón,4 - 1
Clausura 04,9,11/04/2004,Rafaela,Boca,0 - 1
Clausura 04,9,11/04/2004,Banfield,Arsenal,1 - 1
Clausura 04,9,11/04/2004,Chicago,Vélez,0 - 3
Clausura 04,10,16/04/2004,Gimnasia LP,Independiente,1 - 1
Clausura 04,10,17/04/2004,Racing,Talleres Cba.,3 - 1
Clausura 04,10,17/04/2004,Vélez,Estudiantes LP,3 - 1
Clausura 04,10,18/04/2004,Central,Newell's,0 - 0
Clausura 04,10,18/04/2004,Boca,Chicago,2 - 0
Clausura 04,10,18/04/2004,Chacarita,Rafaela,1 - 3
Clausura 04,10,18/04/2004,Lanús,Banfield,1 - 0
Clausura 04,10,18/04/2004,Olimpo,Arsenal,0 - 0
Clausura 04,10,18/04/2004,Colón,Quilmes,3 - 3
Clausura 04,10,18/04/2004,San Lorenzo,River,1 - 2
Clausura 04,11,23/04/2004,Banfield,Olimpo,2 - 0
Clausura 04,11,23/04/2004,Quilmes,San Lorenzo,1 - 1
Clausura 04,11,23/04/2004,Arsenal,Colón,1 - 0
Clausura 04,11,24/04/2004,Independiente,Central,3 - 2
Clausura 04,11,24/04/2004,Chicago,Chacarita,1 - 1
Clausura 04,11,24/04/2004,Talleres Cba.,Lanús,1 - 0
Clausura 04,11,24/04/2004,Rafaela,Racing,1 - 2
Clausura 04,11,25/04/2004,Estudiantes LP,Boca,2 - 2
Clausura 04,11,25/04/2004,River,Gimnasia LP,1 - 1
Clausura 04,11,25/04/2004,Newell's,Vélez,2 - 2
Clausura 04,12,29/04/2004,Boca,Newell's,1 - 1
Clausura 04,12,30/04/2004,Central,River,1 - 2
Clausura 04,12,30/04/2004,Racing,Chicago,1 - 1
Clausura 04,12,02/05/2004,Vélez,Independiente,0 - 0
Clausura 04,12,02/05/2004,Chacarita,Estudiantes LP,2 - 0
Clausura 04,12,02/05/2004,Lanús,Rafaela,1 - 1
Clausura 04,12,02/05/2004,Colón,Olimpo,2 - 0
Clausura 04,12,02/05/2004,Talleres Cba.,Banfield,2 - 2
Clausura 04,12,02/05/2004,Gimnasia LP,Quilmes,0 - 1
Clausura 04,12,02/05/2004,San Lorenzo,Arsenal,0 - 0
Clausura 04,13,07/05/2004,Banfield,Colón,3 - 1
Clausura 04,13,07/05/2004,Olimpo,San Lorenzo,2 - 0
Clausura 04,13,08/05/2004,Arsenal,Gimnasia LP,1 - 0
Clausura 04,13,08/05/2004,Estudiantes LP,Racing,1 - 0
Clausura 04,13,09/05/2004,River,Vélez,1 - 0
Clausura 04,13,09/05/2004,Newell's,Chacarita,4 - 1
Clausura 04,13,09/05/2004,Quilmes,Central,1 - 0
Clausura 04,13,09/05/2004,Chicago,Lanús,0 - 0
Clausura 04,13,09/05/2004,Independiente,Boca,1 - 4
Clausura 04,13,09/05/2004,Rafaela,Talleres Cba.,1 - 0
Clausura 04,14,14/05/2004,Vélez,Quilmes,0 - 1
Clausura 04,14,15/05/2004,Rafaela,Banfield,0 - 1
Clausura 04,14,15/05/2004,Racing,Newell's,2 - 2
Clausura 04,14,15/05/2004,San Lorenzo,Colón,2 - 0
Clausura 04,14,16/05/2004,Boca,River,0 - 1
Clausura 04,14,16/05/2004,Talleres Cba.,Chicago,0 - 0
Clausura 04,14,16/05/2004,Central,Arsenal,1 - 3
Clausura 04,14,16/05/2004,Gimnasia LP,Olimpo,1 - 1
Clausura 04,14,16/05/2004,Lanús,Estudiantes LP,0 - 2
Clausura 04,14,16/05/2004,Chacarita,Independiente,0 - 0
Clausura 04,15,21/05/2004,Arsenal,Vélez,2 - 1
Clausura 04,15,22/05/2004,Estudiantes LP,Talleres Cba.,2 - 1
Clausura 04,15,22/05/2004,Banfield,San Lorenzo,0 - 1
Clausura 04,15,23/05/2004,Independiente,Racing,1 - 3
Clausura 04,15,23/05/2004,Chicago,Rafaela,2 - 2
Clausura 04,15,23/05/2004,Olimpo,Central,0 - 0
Clausura 04,15,23/05/2004,River,Chacarita,0 - 0
Clausura 04,15,23/05/2004,Colón,Gimnasia LP,0 - 0
Clausura 04,15,23/05/2004,Newell's,Lanús,2 - 4
Clausura 04,15,23/05/2004,Quilmes,Boca,2 - 0
Clausura 04,16,28/05/2004,Vélez,Olimpo,2 - 1
Clausura 04,16,28/05/2004,Central,Colón,0 - 1
Clausura 04,16,28/05/2004,Lanús,Independiente,1 - 1
Clausura 04,16,29/05/2004,Chicago,Banfield,0 - 2
Clausura 04,16,29/05/2004,Racing,River,1 - 2
Clausura 04,16,29/05/2004,Talleres Cba.,Newell's,1 - 0
Clausura 04,16,29/05/2004,Boca,Arsenal,3 - 0
Clausura 04,16,29/05/2004,Gimnasia LP,San Lorenzo,0 - 2
Clausura 04,16,29/05/2004,Rafaela,Estudiantes LP,3 - 1
Clausura 04,16,29/05/2004,Chacarita,Quilmes,2 - 1
Clausura 04,17,11/06/2004,Independiente,Talleres Cba.,0 - 2
Clausura 04,17,12/06/2004,Colón,Vélez,1 - 2
Clausura 04,17,12/06/2004,Quilmes,Racing,3 - 0
Clausura 04,17,13/06/2004,Estudiantes LP,Chicago,1 - 1
Clausura 04,17,13/06/2004,Banfield,Gimnasia LP,3 - 1
Clausura 04,17,13/06/2004,River,Lanús,2 - 1
Clausura 04,17,13/06/2004,Newell's,Rafaela,0 - 1
Clausura 04,17,13/06/2004,Arsenal,Chacarita,2 - 2
Clausura 04,17,13/06/2004,San Lorenzo,Central,0 - 0
Clausura 04,17,13/06/2004,Olimpo,Boca,2 - 2
Clausura 04,18,18/06/2004,Central,Gimnasia LP,1 - 1
Clausura 04,18,18/06/2004,Racing,Arsenal,0 - 1
Clausura 04,18,19/06/2004,Chicago,Newell's,0 - 2
Clausura 04,18,19/06/2004,Estudiantes LP,Banfield,0 - 2
Clausura 04,18,19/06/2004,Rafaela,Independiente,2 - 1
Clausura 04,18,20/06/2004,Vélez,San Lorenzo,2 - 0
Clausura 04,18,20/06/2004,Lanús,Quilmes,0 - 0
Clausura 04,18,20/06/2004,Chacarita,Olimpo,1 - 2
Clausura 04,18,20/06/2004,Boca,Colón,0 - 0
Clausura 04,18,20/06/2004,Talleres Cba.,River,3 - 2
Clausura 04,19,26/06/2004,Newell's,Estudiantes LP,0 - 0
Clausura 04,19,26/06/2004,Independiente,Chicago,2 - 1
Clausura 04,19,27/06/2004,Gimnasia LP,Vélez,1 - 0
Clausura 04,19,27/06/2004,Arsenal,Lanús,2 - 0
Clausura 04,19,27/06/2004,Olimpo,Racing,1 - 1
Clausura 04,19,27/06/2004,Quilmes,Talleres Cba.,0 - 0
Clausura 04,19,27/06/2004,River,Rafaela,1 - 1
Clausura 04,19,27/06/2004,San Lorenzo,Boca,1 - 0
Clausura 04,19,27/06/2004,Banfield,Central,1 - 1
Clausura 04,19,27/06/2004,Colón,Chacarita,1 - 2
Apertura 04,1,13/08/2004,Racing,Argentinos,1 - 0
Apertura 04,1,14/08/2004,Arsenal,Central,3 - 1
Apertura 04,1,14/08/2004,Quilmes,Independiente,1 - 0
Apertura 04,1,14/08/2004,San Lorenzo,Olimpo,1 - 1
Apertura 04,1,15/08/2004,Almagro,Gimnasia LP,0 - 0
Apertura 04,1,15/08/2004,Estudiantes LP,HTA,1 - 1
Apertura 04,1,15/08/2004,Instituto,Banfield,1 - 1
Apertura 04,1,15/08/2004,Lanús,Boca,0 - 0
Apertura 04,1,15/08/2004,Newell's,Vélez,0 - 1
Apertura 04,1,15/08/2004,River,Colón,3 - 2
Apertura 04,2,20/08/2004,Independiente,Almagro,3 - 0
Apertura 04,2,21/08/2004,Gimnasia LP,Lanús,1 - 1
Apertura 04,2,21/08/2004,HTA,Arsenal,1 - 1
Apertura 04,2,21/08/2004,Vélez,Quilmes,4 - 0
Apertura 04,2,21/08/2004,Olimpo,Racing,1 - 3
Apertura 04,2,22/08/2004,Central,Newell's,0 - 1
Apertura 04,2,22/08/2004,Argentinos,Instituto,1 - 2
Apertura 04,2,22/08/2004,Colón,Estudiantes LP,1 - 1
Apertura 04,2,22/08/2004,Boca,San Lorenzo,3 - 0
Apertura 04,2,22/08/2004,Banfield,River,2 - 2
Apertura 04,3,24/08/2004,Lanús,Independiente,4 - 2
Apertura 04,3,24/08/2004,Almagro,Vélez,0 - 0
Apertura 04,3,25/08/2004,San Lorenzo,Gimnasia LP,3 - 0
Apertura 04,3,25/08/2004,Arsenal,Colón,0 - 0
Apertura 04,3,25/08/2004,Olimpo,Boca,0 - 2
Apertura 04,3,25/08/2004,River,Argentinos,1 - 0
Apertura 04,3,25/08/2004,Estudiantes LP,Banfield,1 - 0
Apertura 04,3,25/08/2004,Racing,Instituto,2 - 1
Apertura 04,3,25/08/2004,Newell's,HTA,1 - 0
Apertura 04,3,25/08/2004,Quilmes,Central,0 - 0
Apertura 04,4,27/08/2004,Vélez,Lanús,2 - 1
Apertura 04,4,28/08/2004,Colón,Newell's,0 - 0
Apertura 04,4,28/08/2004,Independiente,San Lorenzo,2 - 2
Apertura 04,4,29/08/2004,Argentinos,Estudiantes LP,0 - 1
Apertura 04,4,29/08/2004,Gimnasia LP,Olimpo,1 - 0
Apertura 04,4,29/08/2004,Central,Almagro,0 - 1
Apertura 04,4,29/08/2004,HTA,Quilmes,0 - 1
Apertura 04,4,29/08/2004,Banfield,Arsenal,0 - 0
Apertura 04,4,29/08/2004,Boca,Racing,2 - 1
Apertura 04,4,29/08/2004,Instituto,River,0 - 2
Apertura 04,5,10/09/2004,Olimpo,Independiente,0 - 1
Apertura 04,5,11/09/2004,Arsenal,Argentinos,0 - 1
Apertura 04,5,11/09/2004,Lanús,Central,1 - 1
Apertura 04,5,11/09/2004,San Lorenzo,Vélez,1 - 0
Apertura 04,5,12/09/2004,Estudiantes LP,Instituto,3 - 1
Apertura 04,5,12/09/2004,Newell's,Banfield,1 - 1
Apertura 04,5,12/09/2004,Quilmes,Colón,0 - 1
Apertura 04,5,12/09/2004,Almagro,HTA,1 - 1
Apertura 04,5,12/09/2004,Racing,River,1 - 2
Apertura 04,5,12/09/2004,Boca,Gimnasia LP,2 - 1
Apertura 04,6,17/09/2004,Banfield,Quilmes,1 - 0
Apertura 04,6,17/09/2004,Instituto,Arsenal,0 - 1
Apertura 04,6,18/09/2004,HTA,Lanús,1 - 3
Apertura 04,6,18/09/2004,Vélez,Olimpo,1 - 0
Apertura 04,6,18/09/2004,Colón,Almagro,0 - 0
Apertura 04,6,18/09/2004,Gimnasia LP,Racing,2 - 1
Apertura 04,6,19/09/2004,Argentinos,Newell's,1 - 2
Apertura 04,6,19/09/2004,Central,San Lorenzo,1 - 0
Apertura 04,6,19/09/2004,Independiente,Boca,2 - 1
Apertura 04,6,19/09/2004,River,Estudiantes LP,1 - 1
Apertura 04,7,22/09/2004,Lanús,Colón,1 - 0
Apertura 04,7,22/09/2004,Gimnasia LP,Independiente,2 - 1
Apertura 04,7,22/09/2004,Boca,Vélez,6 - 0
Apertura 04,7,22/09/2004,Arsenal,River,1 - 2
Apertura 04,7,22/09/2004,San Lorenzo,HTA,4 - 1
Apertura 04,7,22/09/2004,Olimpo,Central,1 - 0
Apertura 04,7,22/09/2004,Quilmes,Argentinos,1 - 0
Apertura 04,7,22/09/2004,Almagro,Banfield,0 - 2
Apertura 04,7,23/09/2004,Racing,Estudiantes LP,0 - 1
Apertura 04,7,23/09/2004,Newell's,Instituto,3 - 0
Apertura 04,8,25/09/2004,Argentinos,Almagro,0 - 0
Apertura 04,8,25/09/2004,Banfield,Lanús,1 - 1
Apertura 04,8,25/09/2004,Colón,San Lorenzo,3 - 0
Apertura 04,8,26/09/2004,Vélez,Gimnasia LP,1 - 0
Apertura 04,8,26/09/2004,Instituto,Quilmes,0 - 2
Apertura 04,8,26/09/2004,River,Newell's,2 - 2
Apertura 04,8,26/09/2004,HTA,Olimpo,2 - 1
Apertura 04,8,26/09/2004,Estudiantes LP,Arsenal,0 - 0
Apertura 04,8,26/09/2004,Independiente,Racing,1 - 0
Apertura 04,8,26/09/2004,Central,Boca,1 - 0
Apertura 04,9,01/10/2004,Newell's,Estudiantes LP,1 - 0
Apertura 04,9,02/10/2004,San Lorenzo,Banfield,3 - 1
Apertura 04,9,02/10/2004,Independiente,Vélez,0 - 2
Apertura 04,9,03/10/2004,Olimpo,Colón,2 - 4
Apertura 04,9,03/10/2004,Gimnasia LP,Central,1 - 1
Apertura 04,9,03/10/2004,Almagro,Instituto,3 - 1
Apertura 04,9,03/10/2004,Boca,HTA,2 - 1
Apertura 04,9,03/10/2004,Arsenal,Racing,0 - 0
Apertura 04,9,03/10/2004,Lanús,Argentinos,0 - 0
Apertura 04,9,03/10/2004,Quilmes,River,2 - 2
Apertura 04,10,15/10/2004,Arsenal,Newell's,0 - 0
Apertura 04,10,15/10/2004,Central,Independiente,0 - 0
Apertura 04,10,15/10/2004,HTA,Gimnasia LP,1 - 2
Apertura 04,10,16/10/2004,Banfield,Olimpo,2 - 0
Apertura 04,10,16/10/2004,Argentinos,San Lorenzo,1 - 0
Apertura 04,10,16/10/2004,Instituto,Lanús,2 - 2
Apertura 04,10,16/10/2004,Estudiantes LP,Quilmes,1 - 1
Apertura 04,10,16/10/2004,Racing,Vélez,1 - 2
Apertura 04,10,17/10/2004,River,Almagro,0 - 2
Apertura 04,10,17/10/2004,Colón,Boca,1 - 0
Apertura 04,11,19/10/2004,Independiente,HTA,4 - 0
Apertura 04,11,19/10/2004,San Lorenzo,Instituto,2 - 0
Apertura 04,11,19/10/2004,Vélez,Central,0 - 1
Apertura 04,11,20/10/2004,Quilmes,Arsenal,2 - 0
Apertura 04,11,20/10/2004,Boca,Banfield,1 - 1
Apertura 04,11,20/10/2004,Newell's,Racing,1 - 0
Apertura 04,11,20/10/2004,Lanús,River,1 - 0
Apertura 04,11,20/10/2004,Olimpo,Argentinos,1 - 1
Apertura 04,11,20/10/2004,Gimnasia LP,Colón,2 - 0
Apertura 04,11,20/10/2004,Almagro,Estudiantes LP,0 - 1
Apertura 04,12,22/10/2004,HTA,Vélez,0 - 1
Apertura 04,12,23/10/2004,Colón,Independiente,0 - 0
Apertura 04,12,23/10/2004,Racing,Central,0 - 2
Apertura 04,12,24/10/2004,Instituto,Olimpo,1 - 1
Apertura 04,12,24/10/2004,Estudiantes LP,Lanús,5 - 0
Apertura 04,12,24/10/2004,Arsenal,Almagro,2 - 2
Apertura 04,12,24/10/2004,Newell's,Quilmes,2 - 0
Apertura 04,12,24/10/2004,River,San Lorenzo,1 - 2
Apertura 04,12,24/10/2004,Banfield,Gimnasia LP,4 - 0
Apertura 04,12,24/10/2004,Argentinos,Boca,1 - 0
Apertura 04,13,29/10/2004,Quilmes,Racing,0 - 0
Apertura 04,13,30/10/2004,Vélez,Colón,2 - 3
Apertura 04,13,30/10/2004,Central,HTA,2 - 2
Apertura 04,13,30/10/2004,Independiente,Banfield,1 - 3
Apertura 04,13,31/10/2004,San Lorenzo,Estudiantes LP,0 - 0
Apertura 04,13,31/10/2004,Almagro,Newell's,1 - 0
Apertura 04,13,31/10/2004,Lanús,Arsenal,3 - 1
Apertura 04,13,31/10/2004,Boca,Instituto,0 - 0
Apertura 04,13,31/10/2004,Gimnasia LP,Argentinos,2 - 1
Apertura 04,13,31/10/2004,Olimpo,River,2 - 3
Apertura 04,14,05/11/2004,Argentinos,Independiente,3 - 0
Apertura 04,14,06/11/2004,Racing,HTA,1 - 0
Apertura 04,14,06/11/2004,Colón,Central,1 - 2
Apertura 04,14,06/11/2004,Banfield,Vélez,0 - 0
Apertura 04,14,07/11/2004,Instituto,Gimnasia LP,2 - 2
Apertura 04,14,07/11/2004,Estudiantes LP,Olimpo,3 - 2
Apertura 04,14,07/11/2004,Newell's,Lanús,0 - 0
Apertura 04,14,07/11/2004,Quilmes,Almagro,1 - 0
Apertura 04,14,07/11/2004,River,Boca,2 - 0
Apertura 04,14,07/11/2004,Arsenal,San Lorenzo,1 - 1
Apertura 04,15,12/11/2004,Independiente,Instituto,1 - 1
Apertura 04,15,12/11/2004,San Lorenzo,Newell's,1 - 2
Apertura 04,15,13/11/2004,Almagro,Racing,0 - 2
